Age,Workclass,Education,Marital Status,Occupation,Relationship,Capital Gain,capital loss,Hours per Week,Native Country,is_privileged,Income,Race,Gender,age_cat
-0.042642026555192,4.0,1.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,0
-0.1892671943743597,6.0,12.0,0.0,3.0,4.0,-0.1459204835588534,-0.2166595270325901,0.3695193816149048,39.0,1.0,1.0,4,0,0
0.1039831412639755,4.0,10.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,0.0,1.0,4,1,0
0.7637963964502299,3.0,11.0,5.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-1.6552247613235038,39.0,1.0,0.0,2,0,1
-0.2625797782839435,1.0,6.0,2.0,5.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,2,1,0
0.323920892992727,4.0,1.0,2.0,14.0,0.0,-0.1459204835588534,4.689607314225034,-0.521368041277995,39.0,0.0,0.0,4,1,0
1.2036718999077327,3.0,11.0,0.0,13.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,1
1.2769844838173166,2.0,9.0,2.0,13.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,1
-1.4355811208372846,4.0,11.0,4.0,3.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
1.130359315998149,0.0,15.0,2.0,0.0,0.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,35.0,0.0,1.0,1,1,1
0.0306705573543917,4.0,11.0,0.0,4.0,1.0,-0.1459204835588534,-0.2166595270325901,2.151294227400704,39.0,0.0,0.0,4,1,0
0.7637963964502299,4.0,11.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-1.1423307851989493,2.0,7.0,4.0,11.0,1.0,-0.1459204835588534,-0.2166595270325901,0.2885296158973685,39.0,0.0,0.0,4,1,2
-1.3622685369277008,4.0,15.0,4.0,12.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.2783987441253859,39.0,0.0,0.0,2,1,2
0.3972334769023108,4.0,9.0,0.0,4.0,3.0,-0.1459204835588534,2.607483955694358,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.6291426978318626,1.0,15.0,2.0,1.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.215643369108533,7.0,15.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-2.222153121346258,39.0,0.0,0.0,2,1,2
0.6904838125406461,4.0,1.0,4.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,33.0,0.0,0.0,4,1,1
-1.3622685369277008,4.0,15.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
-1.4355811208372846,4.0,11.0,1.0,1.0,5.0,-0.1459204835588534,-0.2166595270325901,-1.5742349956059674,39.0,0.0,0.0,4,0,2
-0.5558301139222788,4.0,15.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.6833475727130677,0.0,0.0,1.0,4,1,0
0.6904838125406461,6.0,7.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-0.5558301139222788,4.0,6.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.3593885098429222,39.0,0.0,0.0,4,1,0
0.9837341481789812,6.0,9.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-1.0690182012893654,4.0,9.0,2.0,13.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,2
0.323920892992727,3.0,11.0,5.0,1.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,1
-0.9957056173797816,4.0,11.0,4.0,6.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.9263168698656766,39.0,0.0,0.0,4,1,2
1.3502970677269004,1.0,9.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,2,1,1
0.9837341481789812,4.0,11.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.6833475727130677,39.0,0.0,0.0,4,1,1
-0.042642026555192,3.0,12.0,0.0,3.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
0.1772957251735593,7.0,8.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.7757678656510302,4.0,8.0,4.0,10.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.3593885098429222,39.0,0.0,0.0,4,1,0
-0.9957056173797816,4.0,15.0,2.0,4.0,5.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,3,0,2
-1.5088937047468685,4.0,11.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-1.250275932735822,0.0,0.0,0.0,4,0,2
0.1772957251735593,3.0,14.0,2.0,10.0,5.0,-0.1459204835588534,4.503481865011922,1.58436586737795,16.0,1.0,1.0,4,0,1
0.8371089803598137,1.0,9.0,0.0,4.0,1.0,-0.1459204835588534,-0.2166595270325901,0.4505091473324411,39.0,0.0,1.0,4,1,1
0.6171712286310623,4.0,11.0,0.0,4.0,1.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,0.0,0.0,4,1,1
0.323920892992727,4.0,15.0,2.0,13.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
0.5438586447214785,4.0,4.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,26.0,0.0,0.0,4,1,1
-0.2625797782839435,4.0,8.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,33.0,0.0,0.0,4,1,0
0.1772957251735593,4.0,11.0,2.0,1.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,0.0,0.0,4,1,0
-0.6291426978318626,4.0,11.0,2.0,7.0,0.0,0.5128313507313302,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.6291426978318626,4.0,9.0,2.0,12.0,0.0,0.1728260360545262,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.482517530012695,0.0,5.0,3.0,0.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,0.0,0.0,0.0,4,1,0
0.6904838125406461,4.0,11.0,2.0,14.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
0.2506083090831432,4.0,10.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.1974089784078496,39.0,0.0,1.0,4,1,0
-0.7757678656510302,4.0,15.0,0.0,13.0,1.0,-0.1459204835588534,-0.2166595270325901,0.6934784444850501,39.0,0.0,0.0,4,1,0
-0.1892671943743597,4.0,11.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.4355811208372846,3.0,15.0,0.0,1.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
0.6904838125406461,3.0,11.0,2.0,1.0,5.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,1.0,4,0,1
0.7637963964502299,4.0,15.0,2.0,4.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,1.0,4,1,1
-0.9957056173797816,0.0,15.0,4.0,0.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
-1.4355811208372846,4.0,15.0,4.0,10.0,3.0,-0.1459204835588534,-0.2166595270325901,-1.0882964013007492,39.0,0.0,0.0,4,1,2
-0.5558301139222788,4.0,9.0,5.0,12.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,2,0,0
-0.7757678656510302,6.0,9.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,1.5033761016604137,39.0,0.0,1.0,4,1,0
-1.1423307851989493,4.0,15.0,4.0,7.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
2.9631739137377444,4.0,15.0,2.0,10.0,2.0,-0.1459204835588534,-0.2166595270325901,-1.8981940584761128,39.0,0.0,0.0,4,1,1
-0.849080449560614,4.0,11.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,26.0,0.0,0.0,4,1,0
0.1039831412639755,4.0,7.0,2.0,1.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
2.083422906822739,0.0,0.0,2.0,0.0,0.0,-0.1459204835588534,-0.2166595270325901,-3.113040544239158,39.0,0.0,0.0,4,1,1
-1.5088937047468685,4.0,1.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-1.73621452704104,39.0,0.0,0.0,4,0,2
-0.5558301139222788,2.0,5.0,2.0,5.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.5088937047468685,4.0,11.0,4.0,12.0,1.0,-0.1459204835588534,-0.2166595270325901,-1.250275932735822,39.0,0.0,0.0,4,1,2
0.9837341481789812,4.0,9.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,5.0,0.0,0.0,4,1,1
0.1039831412639755,3.0,11.0,2.0,7.0,5.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,1
1.496922235546068,4.0,11.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,0.0,0.0,4,1,1
-0.042642026555192,3.0,11.0,0.0,2.0,1.0,1.7963480284778153,-0.2166595270325901,-0.0354294469727769,39.0,1.0,1.0,4,0,0
0.6904838125406461,3.0,11.0,0.0,12.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.4403782755604586,39.0,1.0,0.0,4,0,1
0.7637963964502299,2.0,11.0,2.0,11.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,1
-0.4092049461031111,4.0,12.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,0
-0.6291426978318626,4.0,6.0,4.0,12.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.1892671943743597,1.0,10.0,4.0,10.0,1.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,1.0,1.0,4,0,0
1.3502970677269004,4.0,8.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-0.6291426978318626,3.0,15.0,0.0,2.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
-0.7757678656510302,4.0,15.0,0.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-1.5742349956059674,39.0,0.0,0.0,2,0,0
-0.6291426978318626,4.0,11.0,2.0,12.0,5.0,-0.1459204835588534,3.2775355728615603,-0.9263168698656766,0.0,0.0,0.0,1,0,0
-0.3358923621935273,2.0,9.0,2.0,11.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
-0.7757678656510302,2.0,15.0,4.0,6.0,1.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,0
0.6904838125406461,6.0,10.0,2.0,10.0,0.0,-0.1459204835588534,4.438958375951377,0.7744682102025865,39.0,0.0,1.0,4,1,1
-0.1892671943743597,4.0,15.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,0.0,1.0,4,1,0
0.2506083090831432,3.0,7.0,0.0,3.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,8.0,1.0,0.0,4,0,1
-0.482517530012695,1.0,11.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,2,1,0
2.743236162008993,4.0,12.0,2.0,4.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,1
0.3972334769023108,4.0,9.0,2.0,4.0,0.0,1.888424338306659,-0.2166595270325901,0.7744682102025865,39.0,0.0,1.0,4,1,0
0.1772957251735593,6.0,12.0,4.0,10.0,1.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,1.0,0.0,4,0,1
-1.3622685369277008,4.0,15.0,4.0,13.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,0,2
-0.7757678656510302,4.0,11.0,4.0,3.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.482517530012695,4.0,11.0,2.0,3.0,0.0,0.8950834428590154,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
-1.5822062886564523,0.0,0.0,4.0,0.0,3.0,3.6221670898485936,-0.2166595270325901,-1.0882964013007492,39.0,0.0,0.0,4,0,2
-0.6291426978318626,4.0,1.0,4.0,6.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.1423307851989493,2.0,11.0,4.0,1.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
0.2506083090831432,4.0,11.0,2.0,6.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.0690182012893654,4.0,9.0,4.0,12.0,2.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
-0.042642026555192,4.0,14.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
1.2769844838173166,6.0,11.0,2.0,7.0,0.0,-0.1459204835588534,4.438958375951377,0.1265500844622957,2.0,0.0,1.0,4,1,1
-1.4355811208372846,3.0,15.0,2.0,12.0,5.0,0.4043708740064716,-0.2166595270325901,-1.250275932735822,39.0,1.0,0.0,4,0,0
-0.7757678656510302,3.0,11.0,4.0,6.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
0.9837341481789812,4.0,6.0,2.0,6.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,1
1.2769844838173166,4.0,15.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,1
0.7637963964502299,2.0,8.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,2,1,1
1.2036718999077327,4.0,15.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,0.5314989130499774,39.0,0.0,0.0,4,1,1
-1.215643369108533,4.0,11.0,4.0,3.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
-1.3622685369277008,4.0,15.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,0,2
0.1039831412639755,4.0,9.0,2.0,4.0,0.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,0.0,0.0,4,1,0
-0.6291426978318626,4.0,9.0,4.0,4.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,11.0,0.0,0.0,2,1,0
-0.7757678656510302,7.0,9.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,1.0,4,1,0
-1.4355811208372846,4.0,15.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.9263168698656766,39.0,0.0,0.0,2,1,2
0.1772957251735593,3.0,9.0,2.0,3.0,5.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,1.0,4,0,1
-1.3622685369277008,4.0,15.0,4.0,1.0,3.0,-0.1459204835588534,3.922770463467014,-1.3312656984533584,39.0,0.0,0.0,4,0,2
-0.5558301139222788,4.0,7.0,2.0,1.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
-0.2625797782839435,0.0,11.0,2.0,0.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
0.0306705573543917,4.0,15.0,0.0,3.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
-1.4355811208372846,3.0,7.0,4.0,12.0,1.0,-0.1459204835588534,-0.2166595270325901,1.58436586737795,39.0,1.0,0.0,4,0,0
-1.0690182012893654,4.0,11.0,4.0,7.0,1.0,-0.1459204835588534,4.1014508947116015,-0.521368041277995,39.0,0.0,0.0,4,0,2
-0.042642026555192,6.0,11.0,2.0,3.0,0.0,0.4043708740064716,-0.2166595270325901,-0.9263168698656766,39.0,0.0,0.0,4,1,0
-0.1892671943743597,4.0,9.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,0
0.1039831412639755,3.0,7.0,0.0,13.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.3593885098429222,39.0,1.0,0.0,2,0,1
-0.042642026555192,1.0,12.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,20.0,0.0,1.0,4,1,0
0.323920892992727,6.0,11.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,0.0,0.0,4,1,0
-1.5088937047468685,3.0,8.0,2.0,1.0,5.0,-0.1459204835588534,-0.2166595270325901,-0.4403782755604586,39.0,1.0,0.0,4,0,0
-1.3622685369277008,4.0,15.0,4.0,12.0,3.0,-0.1459204835588534,-0.2166595270325901,-1.8981940584761128,39.0,0.0,0.0,4,1,2
0.7637963964502299,4.0,15.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,1,1,1
1.570234819455652,4.0,11.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-1.5088937047468685,3.0,15.0,4.0,12.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
-1.4355811208372846,4.0,15.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-1.250275932735822,26.0,0.0,0.0,4,1,2
0.0306705573543917,3.0,8.0,4.0,10.0,1.0,-0.1459204835588534,3.664676507224832,-0.0354294469727769,39.0,1.0,1.0,4,0,0
2.30336065855149,4.0,15.0,4.0,13.0,2.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-0.5558301139222788,4.0,11.0,4.0,14.0,4.0,-0.1459204835588534,-0.2166595270325901,-1.250275932735822,39.0,0.0,0.0,2,0,0
-1.215643369108533,4.0,15.0,2.0,7.0,0.0,-0.1459204835588534,-0.2166595270325901,-1.6552247613235038,39.0,0.0,0.0,4,1,2
-0.7757678656510302,3.0,11.0,6.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-1.3312656984533584,39.0,1.0,0.0,4,0,0
1.863485155093987,4.0,1.0,2.0,3.0,0.0,-0.1459204835588534,5.190905190772349,-0.521368041277995,39.0,0.0,0.0,4,1,1
-0.1892671943743597,0.0,15.0,0.0,0.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
0.1772957251735593,2.0,15.0,0.0,1.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.1974089784078496,26.0,1.0,0.0,4,0,1
-0.922393033470198,3.0,11.0,4.0,1.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,39.0,1.0,0.0,4,0,0
-0.4092049461031111,4.0,9.0,4.0,4.0,2.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,30.0,0.0,0.0,1,0,0
-1.3622685369277008,4.0,11.0,4.0,3.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.9263168698656766,39.0,0.0,0.0,4,1,2
0.9837341481789812,0.0,11.0,0.0,0.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.1974089784078496,39.0,0.0,1.0,4,1,1
0.6904838125406461,4.0,11.0,2.0,3.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.1164192126903132,39.0,0.0,0.0,4,1,1
-1.1423307851989493,4.0,9.0,4.0,6.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,2
2.3766732424610737,6.0,15.0,5.0,12.0,4.0,-0.1459204835588534,4.1014508947116015,-3.113040544239158,39.0,0.0,0.0,2,1,1
-0.7757678656510302,4.0,11.0,0.0,3.0,1.0,-0.1459204835588534,-0.2166595270325901,0.7744682102025865,39.0,0.0,0.0,4,1,0
0.2506083090831432,4.0,9.0,5.0,7.0,2.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,2,1,0
1.9367977390035709,0.0,3.0,0.0,0.0,1.0,-0.1459204835588534,-0.2166595270325901,-1.6552247613235038,39.0,1.0,0.0,4,0,1
-0.9957056173797816,4.0,11.0,4.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,0,2
0.3972334769023108,4.0,12.0,0.0,4.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,1,0,0
-0.7757678656510302,4.0,11.0,4.0,4.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,9.0,0.0,0.0,1,0,0
0.3972334769023108,6.0,12.0,2.0,12.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
-0.7757678656510302,3.0,15.0,0.0,7.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.0354294469727769,26.0,1.0,0.0,4,0,0
0.0306705573543917,1.0,7.0,4.0,4.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.4403782755604586,39.0,0.0,0.0,4,1,0
0.5438586447214785,7.0,12.0,6.0,11.0,4.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,1
-1.5088937047468685,4.0,1.0,4.0,6.0,3.0,-0.1459204835588534,-0.2166595270325901,-2.222153121346258,39.0,0.0,0.0,4,1,2
1.7901725711844034,2.0,8.0,6.0,10.0,1.0,-0.1459204835588534,-0.2166595270325901,-1.6552247613235038,39.0,1.0,0.0,4,0,1
-0.849080449560614,4.0,11.0,4.0,7.0,1.0,-0.1459204835588534,4.607712116571265,-0.521368041277995,39.0,0.0,0.0,4,1,0
-0.7757678656510302,7.0,11.0,2.0,11.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,4,1,0
0.9104215642693976,4.0,15.0,2.0,12.0,0.0,-0.1459204835588534,4.503481865011922,-0.521368041277995,39.0,0.0,1.0,4,1,1
-0.849080449560614,4.0,9.0,4.0,3.0,1.0,-0.1459204835588534,-0.2166595270325901,0.1265500844622957,39.0,0.0,0.0,4,1,0
-0.7757678656510302,7.0,9.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,1.0,4,1,0
-1.5088937047468685,3.0,11.0,3.0,12.0,4.0,-0.1459204835588534,-0.2166595270325901,-1.250275932735822,39.0,1.0,0.0,4,0,0
-1.3622685369277008,4.0,11.0,4.0,3.0,3.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,2,1,2
-0.3358923621935273,4.0,11.0,4.0,6.0,1.0,-0.1459204835588534,-0.2166595270325901,-0.521368041277995,39.0,0.0,0.0,2,1,0
-1.5088937047468685,4.0,11.0,4.0,7.0,3.0,-0.1459204835588534,-0.2166595270325901,-2.465122418498867,39.0,0.0,0.0,4,1,2
-0.4092049461031111,4.0,9.0,2.0,10.0,0.0,-0.1459204835588534,-0.2166595270325901,1.2604068045078043,39.0,0.0,0.0,4,1,0
0.3972334769023108,2.0,15.0,2.0,4.0,0.0,-0.1459204835588534,-0.2166595270325901,-0.6833475727130677,39.0,0.0,1.0,2,1,0
