sex,race,c_charge_degree,score_text,v_type_of_assessment,age_cat,age,priors_count,juv_fel_count,decile_score,days_b_screening_arrest,type_of_assessment
1,2,0,0,0,0,-0.32116095239923215,0.10806301637667537,-0.14185461034887148,1.2220566077150445,-0.04455449025985027,0
1,0,0,0,0,2,-1.078220677028813,-0.5064140725418763,-0.14185461034887148,1.5721724285274485,-0.04455449025985027,0
1,0,1,0,0,1,1.0247230024978002,3.9997512461941693,-0.14185461034887148,1.2220566077150445,-0.058036390909319543,0
1,0,0,1,0,0,-0.7417496883045548,-0.7112397688480602,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,0,0,1,0,0,-0.8258674354856193,-0.5064140725418763,-0.14185461034887148,-0.5285224963469753,2.4900428318403742,0
1,2,0,2,0,2,-1.078220677028813,-0.5064140725418763,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,2,0,1,0,1,1.1088407496788648,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,5,0,1,0,1,1.1088407496788648,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,2,0,1,0,0,-0.5735141939424258,-0.7112397688480602,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,0,0,0,0,0,-0.8258674354856193,0.722540105295227,-0.14185461034887148,1.9222882493398525,3.4337758773032236,0
1,3,0,1,0,1,1.1929584968599294,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,1,0,1,0.8564875081356713,1.9514942831323305,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,0,1,1,0,1,1.95001822148951,-0.09676267992950852,-0.14185461034887148,-1.2287541379717832,-0.2872287019502973,0
1,3,0,1,0,1,0.8564875081356713,-0.09676267992950852,-0.14185461034887148,-1.2287541379717832,-1.1635522441658004,0
1,3,1,2,0,0,-0.5735141939424258,-0.3015883762356924,-0.14185461034887148,0.17170914527783263,-3.590294361070271,0
1,5,0,1,0,0,-0.7417496883045548,-0.09676267992950852,-0.14185461034887148,-0.8786383171593792,-0.5973124168880907,0
1,2,0,1,0,0,-0.5735141939424258,-0.7112397688480602,-0.14185461034887148,-0.8786383171593792,-0.04455449025985027,0
1,0,1,2,0,0,-0.8258674354856193,0.5177144089890432,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,0,1,2,0,1,1.1929584968599294,-0.5064140725418763,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,5,0,0,0,2,-0.9941029298477484,0.10806301637667537,-0.14185461034887148,1.9222882493398525,-0.058036390909319543,0
1,2,0,1,0,1,2.2023714630327036,-0.5064140725418763,-0.14185461034887148,-0.17840667553457135,-0.04455449025985027,0
0,3,0,1,0,0,-0.06880771085603854,0.3128887126828592,-0.14185461034887148,-0.17840667553457135,-0.04455449025985027,0
1,0,1,0,0,2,-0.9099851826666838,-0.3015883762356924,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
1,5,0,1,0,2,-0.9099851826666838,-0.7112397688480602,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,2,0,1,0,0,0.015310036325025984,0.3128887126828592,-0.14185461034887148,-0.5285224963469753,-0.31419250324923587,0
1,5,0,1,0,0,-0.40527869958029666,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,0,1,2,0,1,0.9406052553167358,-0.5064140725418763,-0.14185461034887148,0.17170914527783263,-5.987166606699858e-18,0
0,0,0,1,0,0,-0.15292545803710308,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.04455449025985027,0
0,0,0,2,0,0,-0.4893964467613612,1.1321914979075949,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,2,0,0,0,2,-1.078220677028813,0.3128887126828592,-0.14185461034887148,1.2220566077150445,-0.07151829155878882,0
0,2,0,0,0,1,1.1088407496788648,2.770797068357066,-0.14185461034887148,1.2220566077150445,-5.987166606699858e-18,0
1,2,1,1,0,1,2.034135968670575,-0.09676267992950852,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,0,0,1,0,0,-0.15292545803710308,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.273746801300828,0
1,2,1,1,0,0,0.5200165194114131,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,0,0,0,0,0,-0.7417496883045548,1.3370171942137787,-0.14185461034887148,1.9222882493398525,-0.058036390909319543,0
0,2,1,1,0,0,0.18354553068715504,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,0,0,1,0,0,-0.32116095239923215,-0.7112397688480602,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
0,5,1,1,0,2,-1.246456171390942,-0.5064140725418763,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
0,0,1,2,0,1,0.8564875081356713,1.1321914979075949,-0.14185461034887148,0.8719407869026405,-0.04455449025985027,0
1,0,0,2,0,2,-0.9941029298477484,-0.7112397688480602,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,2,1,1,0,0,-0.7417496883045548,-0.7112397688480602,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,0,1,1,0,0,-0.40527869958029666,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,1,1,0,1,1.277076244040994,-0.09676267992950852,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,2,0,0,0,0,-0.40527869958029666,-0.7112397688480602,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
1,2,1,1,0,2,-1.1623384242098773,-0.5064140725418763,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,0,0,1,0,0,-0.5735141939424258,-0.3015883762356924,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,0,0,2,0,2,-0.9099851826666838,-0.09676267992950852,-0.14185461034887148,0.8719407869026405,-0.04455449025985027,0
1,3,0,0,0,0,-0.5735141939424258,-0.09676267992950852,-0.14185461034887148,1.2220566077150445,-0.058036390909319543,0
1,3,0,1,0,0,-0.5735141939424258,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.16589159610507379,0
1,2,1,1,0,0,0.7723697609546067,-0.3015883762356924,-0.14185461034887148,-0.17840667553457135,-0.07151829155878882,0
1,0,0,2,0,0,-0.8258674354856193,0.927365801601411,-0.14185461034887148,0.5218249660902365,-0.04455449025985027,0
1,0,0,1,0,0,0.09942778350609051,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.0850001922082581,0
0,2,0,2,0,0,-0.5735141939424258,-0.3015883762356924,-0.14185461034887148,0.5218249660902365,-0.0850001922082581,0
1,0,0,1,0,1,1.277076244040994,1.9514942831323305,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,3,1,1,0,0,0.7723697609546067,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,1,1,0,0,-0.8258674354856193,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,2,1,1,0,2,-0.9099851826666838,-0.3015883762356924,-0.14185461034887148,-0.8786383171593792,-0.04455449025985027,0
0,2,0,0,0,2,-1.246456171390942,0.10806301637667537,-0.14185461034887148,1.2220566077150445,-0.058036390909319543,0
1,0,0,1,0,2,-0.9941029298477484,-0.5064140725418763,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,3,1,1,0,1,1.0247230024978002,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,2,1,1,0,0,-0.7417496883045548,-0.7112397688480602,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,2,0,1,0,0,-0.2370432052181676,-0.3015883762356924,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
0,0,0,1,0,1,1.6976649799463166,-0.3015883762356924,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,1,0,0,-0.32116095239923215,0.722540105295227,-0.14185461034887148,-0.5285224963469753,0.25204732402847385,0
1,3,0,1,0,1,0.9406052553167358,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,2,1,1,0,0,0.7723697609546067,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,1,0,0,0,0.6882520137735422,0.5177144089890432,-0.14185461034887148,1.9222882493398525,-0.04455449025985027,0
0,0,0,1,0,1,1.7817827271273812,-0.3015883762356924,-0.14185461034887148,-0.8786383171593792,-0.6782038207849064,0
0,0,0,2,0,0,0.015310036325025984,-0.3015883762356924,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,0,0,0,0,0,-0.7417496883045548,1.3370171942137787,1.9681230371908376,1.5721724285274485,-0.058036390909319543,0
1,2,0,2,0,2,-0.9941029298477484,-0.3015883762356924,-0.14185461034887148,0.8719407869026405,1.6946106935216867,0
0,0,1,1,0,0,-0.06880771085603854,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.32767440389870517,0
1,0,0,0,0,1,2.286489210213768,2.361145675744698,-0.14185461034887148,1.5721724285274485,-0.5299029136407443,0
1,0,0,2,0,0,-0.5735141939424258,1.3370171942137787,-0.14185461034887148,0.17170914527783263,-0.31419250324923587,0
1,2,0,2,0,2,-1.1623384242098773,-0.5064140725418763,-0.14185461034887148,0.5218249660902365,-0.058036390909319543,0
1,0,0,2,0,2,-1.1623384242098773,-0.5064140725418763,-0.14185461034887148,0.5218249660902365,-0.058036390909319543,0
1,0,1,2,0,0,-0.7417496883045548,-0.5064140725418763,-0.14185461034887148,0.17170914527783263,-0.04455449025985027,0
1,0,1,1,0,0,-0.6576319411234902,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,2,0,2,0,0,0.7723697609546067,1.3370171942137787,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,2,0,2,0,2,-1.246456171390942,-0.5064140725418763,1.9681230371908376,0.8719407869026405,0.13071021818325038,0
1,0,0,1,0,0,-0.6576319411234902,-0.7112397688480602,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
0,3,0,2,0,2,-1.078220677028813,-0.7112397688480602,-0.14185461034887148,0.5218249660902365,-0.04455449025985027,0
1,2,0,1,0,1,1.0247230024978002,-0.3015883762356924,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,2,0,0,-0.6576319411234902,-0.3015883762356924,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,0,1,2,0,1,1.5294294855841875,1.9514942831323305,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,0,0,1,0,0,-0.40527869958029666,0.722540105295227,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,0,0,1,0,0,-0.40527869958029666,-0.7112397688480602,-0.14185461034887148,-0.17840667553457135,-0.04455449025985027,0
1,5,0,1,0,0,-0.2370432052181676,0.10806301637667537,-0.14185461034887148,-0.5285224963469753,-0.04455449025985027,0
1,0,0,2,0,2,-1.078220677028813,-0.5064140725418763,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
0,0,1,1,0,0,0.09942778350609051,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,3,1,1,0,0,-0.7417496883045548,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.36812010584711297,0
0,2,0,0,0,1,1.3611939912220585,2.156319979438514,-0.14185461034887148,1.5721724285274485,-5.987166606699858e-18,0
1,2,1,1,0,1,2.707077946119091,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,0,0,0,0,0,-0.8258674354856193,-0.3015883762356924,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
1,0,0,2,0,0,0.015310036325025984,-0.3015883762356924,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,5,1,1,0,0,-0.2370432052181676,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,5,0,1,0,0,-0.8258674354856193,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,3,0,2,0,0,0.015310036325025984,-0.7112397688480602,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,2,1,0,0,2,-1.3305739185720065,-0.7112397688480602,-0.14185461034887148,1.2220566077150445,-0.07151829155878882,0
1,0,0,0,0,1,1.1088407496788648,0.3128887126828592,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
1,0,0,0,0,0,-0.15292545803710308,0.927365801601411,4.078100684730546,1.9222882493398525,-0.7051676220838449,0
1,0,0,1,0,0,-0.5735141939424258,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,2,1,1,0,1,1.277076244040994,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,0,0,2,-0.9099851826666838,-0.09676267992950852,-0.14185461034887148,1.2220566077150445,0.30597492662635095,0
1,3,1,1,0,1,1.5294294855841875,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,3,0,1,0,1,2.2023714630327036,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,0,0,0,-0.2370432052181676,2.156319979438514,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
0,0,1,2,0,2,-1.1623384242098773,-0.7112397688480602,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,0,1,1,0,0,-0.15292545803710308,-0.09676267992950852,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,2,0,1,0,2,-1.1623384242098773,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,2,0,0,0,0,0.6882520137735422,-0.7112397688480602,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
1,2,0,1,0,2,-1.078220677028813,-0.5064140725418763,-0.14185461034887148,-0.17840667553457135,-0.15240969545560448,0
1,0,0,0,0,0,-0.4893964467613612,5.228705424031273,-0.14185461034887148,1.2220566077150445,-0.058036390909319543,0
0,0,0,1,0,0,-0.6576319411234902,1.1321914979075949,-0.14185461034887148,-0.8786383171593792,-0.9613237344237612,0
1,2,0,1,0,1,1.6976649799463166,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,0,1,2,0,0,-0.8258674354856193,-0.7112397688480602,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
1,0,0,2,0,0,-0.4893964467613612,-0.7112397688480602,-0.14185461034887148,0.8719407869026405,-0.04455449025985027,0
1,0,1,1,0,0,0.3517810250492841,-0.3015883762356924,-0.14185461034887148,-0.8786383171593792,-0.058036390909319543,0
1,5,1,0,0,2,-0.9941029298477484,-0.3015883762356924,-0.14185461034887148,1.2220566077150445,-5.987166606699858e-18,0
1,0,0,1,0,0,-0.4893964467613612,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,0,0,2,0,0,-0.40527869958029666,1.1321914979075949,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
0,0,0,1,0,0,-0.7417496883045548,-0.5064140725418763,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
0,2,1,2,0,2,-0.9099851826666838,0.722540105295227,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
0,2,1,1,0,0,-0.40527869958029666,-0.3015883762356924,-0.14185461034887148,-1.2287541379717832,-0.04455449025985027,0
1,0,0,0,0,0,-0.8258674354856193,-0.7112397688480602,-0.14185461034887148,1.2220566077150445,-0.04455449025985027,0
1,0,1,1,0,1,1.5294294855841875,0.3128887126828592,-0.14185461034887148,-0.8786383171593792,-0.04455449025985027,0
1,0,0,0,0,0,-0.2370432052181676,2.5659713720508823,-0.14185461034887148,1.9222882493398525,-0.058036390909319543,0
0,2,0,2,0,2,-1.078220677028813,-0.3015883762356924,-0.14185461034887148,0.5218249660902365,-0.4624934103933979,0
1,0,0,0,0,2,-1.1623384242098773,-0.5064140725418763,-0.14185461034887148,1.9222882493398525,-0.04455449025985027,0
1,0,0,0,0,2,-0.9941029298477484,0.10806301637667537,-0.14185461034887148,1.2220566077150445,-0.058036390909319543,0
1,0,0,0,0,0,-0.32116095239923215,1.9514942831323305,1.9681230371908376,1.5721724285274485,-0.058036390909319543,0
1,5,1,1,0,0,-0.2370432052181676,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,2,1,1,0,1,1.5294294855841875,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-5.987166606699858e-18,0
1,0,0,1,0,2,-1.078220677028813,-0.5064140725418763,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,0,1,2,0,0,0.09942778350609051,0.10806301637667537,-0.14185461034887148,0.17170914527783263,-0.058036390909319543,0
0,3,0,1,0,1,1.0247230024978002,-0.3015883762356924,-0.14185461034887148,-1.2287541379717832,-5.987166606699858e-18,0
1,2,1,1,0,1,2.707077946119091,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,0,0,1,0,0,-0.4893964467613612,-0.7112397688480602,-0.14185461034887148,-0.17840667553457135,-0.058036390909319543,0
1,2,1,2,0,0,-0.32116095239923215,-0.3015883762356924,1.9681230371908376,0.5218249660902365,-0.058036390909319543,0
1,0,1,1,0,0,0.18354553068715504,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
0,5,1,2,0,0,-0.7417496883045548,0.10806301637667537,-0.14185461034887148,0.8719407869026405,-0.058036390909319543,0
1,0,0,1,0,1,2.7911956933001556,-0.5064140725418763,-0.14185461034887148,-0.8786383171593792,-0.5433848142902136,0
1,0,0,1,0,0,0.3517810250492841,-0.5064140725418763,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,2,0,0,0,2,-1.078220677028813,-0.7112397688480602,-0.14185461034887148,1.2220566077150445,-0.04455449025985027,0
1,0,0,1,0,0,-0.6576319411234902,-0.3015883762356924,1.9681230371908376,-0.17840667553457135,2.1799591169025807,0
0,5,1,1,0,0,-0.2370432052181676,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,2,0,1,0,1,1.1929584968599294,-0.7112397688480602,-0.14185461034887148,-1.2287541379717832,-0.058036390909319543,0
1,3,0,1,0,0,-0.8258674354856193,-0.7112397688480602,-0.14185461034887148,-0.5285224963469753,-0.058036390909319543,0
1,0,0,0,0,0,-0.2370432052181676,-0.3015883762356924,-0.14185461034887148,1.9222882493398525,-5.987166606699858e-18,0
1,0,0,0,0,0,-0.6576319411234902,0.3128887126828592,-0.14185461034887148,1.5721724285274485,-0.058036390909319543,0
0,2,0,2,0,0,-0.7417496883045548,-0.5064140725418763,-0.14185461034887148,0.5218249660902365,-0.2198191987029509,0
