Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Gender,Capital Gain,capital loss,Hours per Week,Native Country,age_cat
-0.9957056173797817,4,9,4,10,1,4,0,-0.14592048355885345,4.438958375951377,-0.03542944697277691,39,2
-0.11595461046477588,4,11,4,7,1,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.1892671943743597,4,11,4,12,3,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,0,0
-1.4355811208372846,4,1,4,12,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-0.482517530012695,4,9,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
-1.288955953018117,4,8,4,3,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
1.2036718999077327,4,9,2,8,2,1,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,30,1
-0.849080449560614,4,11,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
-0.7757678656510302,4,9,2,10,5,2,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,5,0
-0.3358923621935273,4,11,5,14,1,1,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.030670557354391753,4,8,0,8,1,0,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,4,0
0.17729572517355938,4,9,2,3,0,4,1,0.27424538320423797,-0.21665952703259014,-0.03542944697277691,39,0
0.2506083090831432,4,9,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.6833475727130677,39,0
1.4236096516364842,4,15,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,0.12655008446229576,39,1
0.7637963964502299,2,11,6,11,1,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
1.130359315998149,4,0,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-1.4355811208372846,0,11,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,2
-0.40920494610311114,6,9,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
-0.2625797782839435,4,11,2,14,0,4,1,1.888424338306659,-0.21665952703259014,3.2041611817286766,39,0
-0.7024552817414464,4,1,4,3,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,14,0
-0.7024552817414464,1,8,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.6435474033652357,4,9,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.6171712286310623,4,15,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,0.2885296158973685,39,1
-1.1423307851989493,4,9,4,4,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,2
1.2769844838173166,4,6,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.10398314126397556,2,15,2,1,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
2.3766732424610737,4,15,6,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,1
-0.2625797782839435,4,2,4,5,1,4,1,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
1.2769844838173166,4,11,0,1,2,0,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,1
1.0570467320885653,4,11,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,0.6124886787675138,39,1
-1.3622685369277008,0,0,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-1.0690182012893654,4,9,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,2
0.7637963964502299,4,15,0,8,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-0.7024552817414464,4,11,2,8,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.5822062886564523,4,6,4,8,1,4,1,-0.14592048355885345,-0.21665952703259014,-2.7890814813690126,39,2
0.5438586447214785,4,15,2,8,5,4,0,0.5328714887529021,-0.21665952703259014,-0.03542944697277691,39,1
1.130359315998149,4,12,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,1
-0.40920494610311114,0,15,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.9837341481789813,4,15,4,4,1,4,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,1
0.9104215642693976,6,15,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,1
-1.3622685369277008,4,15,4,8,3,4,1,0.14872370789344655,-0.21665952703259014,-1.250275932735822,39,2
-1.4355811208372846,4,15,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-2.303142887063794,39,2
-0.7024552817414464,4,11,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.11595461046477588,4,11,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,26,0
0.8371089803598137,4,5,0,3,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-0.7024552817414464,4,15,2,6,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,0,0
0.3972334769023108,4,9,2,10,0,4,1,-0.14592048355885345,4.503481865011922,0.7744682102025865,39,0
-1.1423307851989493,4,7,4,8,3,2,1,-0.14592048355885345,-0.21665952703259014,0.2885296158973685,39,2
0.47054606081189465,6,15,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
-0.2625797782839435,4,15,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.9104215642693976,4,6,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.6904838125406461,6,15,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,1
-0.042642026555192065,4,8,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
-1.215643369108533,4,11,4,1,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
0.47054606081189465,4,7,0,4,4,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.4355811208372846,4,11,4,8,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
3.109799081556912,6,11,6,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,1
-1.0690182012893654,4,15,2,9,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,0,2
0.3972334769023108,4,10,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.6171712286310623,5,11,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-0.6291426978318626,6,11,2,4,0,4,1,-0.14592048355885345,4.4662567751693,0.7744682102025865,39,0
-1.215643369108533,4,9,4,1,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
0.7637963964502299,4,11,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.9104215642693976,2,14,6,10,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.6171712286310623,4,14,2,4,0,4,1,13.394577908462539,-0.21665952703259014,-0.03542944697277691,39,1
-1.5088937047468685,0,11,4,0,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,2
-0.3358923621935273,4,11,4,1,1,4,0,0.5128313507313302,-0.21665952703259014,-0.03542944697277691,39,0
0.7637963964502299,0,11,2,0,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,1
0.10398314126397556,5,9,5,3,3,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
-0.3358923621935273,7,9,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,22,0
0.6904838125406461,6,5,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,22,1
-0.9957056173797817,1,11,4,14,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
3.0364864976473283,0,11,2,0,0,4,1,-0.14592048355885345,-0.21665952703259014,-2.6271019499339396,39,1
0.2506083090831432,4,7,0,10,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.3312656984533584,39,0
0.7637963964502299,4,0,5,4,1,2,1,0.4520339049766966,-0.21665952703259014,4.742966730361867,39,1
-0.9957056173797817,2,11,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,2
-0.7757678656510302,4,7,4,1,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.6833475727130677,39,0
-0.2625797782839435,2,15,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.9367977390035709,6,4,2,5,0,4,1,0.09740470579766453,-0.21665952703259014,-1.5742349956059674,39,1
0.6904838125406461,0,11,3,0,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.6833475727130677,39,1
-1.4355811208372846,4,15,4,12,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,2
-1.5088937047468685,4,2,4,9,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-0.9223930334701979,4,9,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
-1.215643369108533,4,11,4,10,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,2
-1.288955953018117,4,11,4,3,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-1.5088937047468685,4,11,4,7,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-1.3622685369277008,0,15,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-2.0601735899111855,39,2
-0.6291426978318626,1,15,4,1,3,2,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.6904838125406461,4,11,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,1
0.47054606081189465,4,7,0,3,1,4,0,-0.14592048355885345,-0.21665952703259014,1.1794170387902683,39,0
-0.11595461046477588,4,11,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,32,0
0.10398314126397556,5,11,2,6,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.5558301139222788,4,9,4,4,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.482517530012695,4,8,4,13,1,4,0,-0.14592048355885345,-0.21665952703259014,1.9083249302480954,39,0
-0.1892671943743597,6,14,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,0
-0.2625797782839435,4,11,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,0
-1.1423307851989493,4,15,4,9,1,4,0,-0.14592048355885345,-0.21665952703259014,-2.7890814813690126,39,2
-0.9223930334701979,4,11,4,6,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.482517530012695,4,9,4,1,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.9957056173797817,4,12,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-0.7024552817414464,4,11,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.9957056173797817,4,15,4,8,1,4,1,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,2
-0.849080449560614,4,11,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
-0.7757678656510302,4,8,4,13,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,0
2.743236162008993,2,15,6,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,1
2.8165487459185767,4,15,6,9,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,1
1.0570467320885653,4,2,0,14,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-0.7757678656510302,4,9,4,10,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
-1.1423307851989493,4,15,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-0.042642026555192065,4,8,2,10,0,1,1,-0.14592048355885345,-0.21665952703259014,-0.35938850984292225,30,0
-0.3358923621935273,0,15,2,0,5,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
-0.2625797782839435,4,12,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
-0.11595461046477588,4,9,5,8,4,1,0,-0.14592048355885345,-0.21665952703259014,-0.35938850984292225,30,0
0.3972334769023108,7,15,0,1,1,2,0,-0.14592048355885345,3.729199996285378,-0.03542944697277691,39,0
-0.3358923621935273,4,9,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,1.9893146959656316,39,0
-0.6291426978318626,4,15,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
-1.1423307851989493,4,12,4,12,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,2
0.10398314126397556,2,12,2,10,0,4,1,-0.14592048355885345,4.503481865011922,0.6124886787675138,39,0
-0.2625797782839435,4,11,0,14,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.5438586447214785,7,9,2,4,0,4,1,0.8950834428590154,-0.21665952703259014,-0.03542944697277691,39,1
0.3972334769023108,4,9,2,10,5,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,0
-0.5558301139222788,4,11,4,5,1,4,1,0.2477057409594536,-0.21665952703259014,4.742966730361867,39,0
-1.3622685369277008,4,11,4,7,4,4,0,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,2
-0.11595461046477588,4,6,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,1.9893146959656316,39,0
-1.1423307851989493,0,11,2,0,3,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-0.042642026555192065,4,9,2,4,0,4,1,0.8950834428590154,-0.21665952703259014,-0.03542944697277691,39,0
-1.1423307851989493,4,9,4,13,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-1.3622685369277008,0,11,4,0,3,4,1,-0.14592048355885345,-0.21665952703259014,-2.303142887063794,39,2
1.570234819455652,4,0,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
1.0570467320885653,4,11,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.2506083090831432,4,5,4,6,1,2,1,-0.14592048355885345,5.255428679832894,-0.03542944697277691,39,0
-0.7024552817414464,1,9,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,0.6124886787675138,39,0
1.496922235546068,6,5,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.47054606081189465,4,11,2,14,0,3,1,0.4043708740064716,-0.21665952703259014,-0.03542944697277691,39,0
0.6171712286310623,2,15,4,8,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,1
2.230048074641906,4,11,6,1,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.3312656984533584,39,1
-0.2625797782839435,0,7,2,0,5,4,0,-0.14592048355885345,-0.21665952703259014,-1.979183824193649,39,0
-0.482517530012695,4,15,4,3,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.042642026555192065,2,4,2,6,2,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
-0.5558301139222788,2,9,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
-0.9957056173797817,4,11,4,8,4,2,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
0.323920892992727,4,9,2,8,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,0,0
-1.215643369108533,4,15,4,1,1,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,2
-0.482517530012695,4,9,2,4,0,4,1,0.8422749710454138,-0.21665952703259014,0.3695193816149048,39,0
0.3972334769023108,2,12,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
2.010110322913155,6,15,4,12,1,4,0,-0.14592048355885345,-0.21665952703259014,-1.6552247613235038,39,1
-0.7757678656510302,4,9,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.2506083090831432,4,1,2,14,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.1892671943743597,4,9,4,10,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.10398314126397556,4,3,4,8,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,8,0
1.7168599872748196,4,11,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.6171712286310623,5,7,6,4,1,4,0,-0.14592048355885345,-0.21665952703259014,2.151294227400704,39,1
-0.7024552817414464,4,15,2,12,5,4,0,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,0
-0.849080449560614,4,11,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,0,0
-0.7757678656510302,4,11,4,11,4,0,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.11595461046477588,4,8,4,8,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.47054606081189465,2,12,0,10,1,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.1423307851989493,0,15,4,0,2,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
0.323920892992727,4,11,0,7,1,4,1,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
0.323920892992727,4,11,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,26,0
-0.1892671943743597,4,14,4,10,1,3,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,19,0
-0.9957056173797817,4,15,2,12,0,4,1,0.24472680152381454,-0.21665952703259014,0.20753985017983212,39,2
0.323920892992727,6,6,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.2769844838173166,6,11,6,1,4,4,0,13.394577908462539,-0.21665952703259014,-0.03542944697277691,39,1
0.9837341481789813,4,11,2,7,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.2506083090831432,4,15,0,1,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.3358923621935273,4,7,0,4,1,4,0,-0.14592048355885345,-0.21665952703259014,0.3695193816149048,39,0
0.7637963964502299,4,11,2,14,0,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
1.4236096516364842,4,11,6,12,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.1974089784078496,39,1
-1.5822062886564523,4,2,4,8,3,4,1,-0.14592048355885345,-0.21665952703259014,-2.0601735899111855,39,2
-1.3622685369277008,4,15,4,12,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,2
-0.5558301139222788,4,1,4,6,3,4,1,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,0
1.3502970677269004,2,11,0,11,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.17729572517355938,2,15,2,14,0,4,1,0.38785130077247315,-0.21665952703259014,-0.03542944697277691,39,0
-0.11595461046477588,7,9,4,10,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.7901725711844034,0,9,6,0,1,0,0,-0.14592048355885345,-0.21665952703259014,1.2604068045078045,39,1
-1.4355811208372846,4,15,4,8,3,4,0,-0.14592048355885345,-0.21665952703259014,-2.303142887063794,39,2
0.6171712286310623,6,15,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,3.2041611817286766,39,1
0.7637963964502299,4,11,0,7,2,4,0,-0.14592048355885345,-0.21665952703259014,1.1794170387902683,39,1
2.30336065855149,4,4,6,8,2,4,0,0.17174278535065748,-0.21665952703259014,-0.03542944697277691,0,1
-1.5822062886564523,4,1,4,1,3,4,0,-0.14592048355885345,-0.21665952703259014,-1.979183824193649,39,2
0.2506083090831432,2,15,4,3,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.1423307851989493,0,15,4,0,1,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
0.7637963964502299,5,9,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.17729572517355938,4,7,0,4,4,2,0,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,0
2.4499858263706575,5,15,2,4,0,4,1,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,1
-1.1423307851989493,4,9,4,10,1,1,1,-0.14592048355885345,-0.21665952703259014,1.1794170387902683,21,2
-0.042642026555192065,4,15,5,8,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
0.10398314126397556,7,9,2,1,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.849080449560614,4,12,4,6,4,4,1,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,0
0.47054606081189465,0,15,2,0,5,2,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.2769844838173166,4,11,2,4,5,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-1.215643369108533,4,8,4,4,4,1,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,35,2
-0.2625797782839435,4,7,0,1,4,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-0.40920494610311114,4,11,0,11,1,4,1,-0.14592048355885345,-0.21665952703259014,2.3942635245533133,39,0
-1.4355811208372846,4,15,4,8,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.8453271041481403,39,2
-1.1423307851989493,4,11,5,6,2,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-0.5558301139222788,4,9,4,3,1,1,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,40,0
-0.042642026555192065,4,15,0,4,1,4,0,-0.14592048355885345,-0.21665952703259014,0.12655008446229576,39,0
-0.9957056173797817,4,9,4,12,4,1,1,-0.14592048355885345,-0.21665952703259014,0.2885296158973685,30,2
-0.11595461046477588,1,15,2,3,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
1.2036718999077327,4,11,0,1,4,4,1,-0.14592048355885345,-0.21665952703259014,-1.250275932735822,39,1
-0.042642026555192065,6,7,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.1423307851989493,4,11,4,1,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-1.215643369108533,5,9,4,1,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,35,2
-1.0690182012893654,4,9,4,10,3,4,0,-0.14592048355885345,-0.21665952703259014,-2.6271019499339396,39,2
-0.9223930334701979,4,11,4,8,1,4,0,-0.14592048355885345,-0.21665952703259014,-0.4403782755604586,39,0
-1.1423307851989493,4,11,4,14,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
-0.9223930334701979,4,11,4,1,3,2,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.0690182012893654,4,9,4,12,1,4,1,-0.14592048355885345,-0.21665952703259014,1.1794170387902683,23,2
-0.042642026555192065,4,15,2,12,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,39,0
-0.40920494610311114,7,11,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.27839874412538596,39,0
-0.9957056173797817,4,15,4,3,2,1,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,1,2
0.9837341481789813,2,9,2,11,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
0.9104215642693976,4,11,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
-0.11595461046477588,4,11,4,14,2,4,0,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,0
-1.288955953018117,4,11,4,7,3,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,2
3.769612336743166,6,11,4,4,1,4,1,0.25542390222451844,-0.21665952703259014,-2.303142887063794,39,1
0.323920892992727,4,11,2,8,0,4,1,-0.14592048355885345,-0.21665952703259014,1.58436586737795,27,0
0.030670557354391753,7,11,5,1,4,4,0,-0.14592048355885345,1.3343858830766742,-0.4403782755604586,39,0
0.6904838125406461,4,7,2,10,0,4,1,-0.14592048355885345,-0.21665952703259014,0.7744682102025865,39,1
0.8371089803598137,4,15,2,14,0,4,1,-0.14592048355885345,-0.21665952703259014,-0.03542944697277691,39,1
